Entity,Match,Matched Entity,Score
a VVI pacer placement,False,Bilat multiple ribs Fx,0.72463214
Cardiac catheterization,True,HX of cardiac catheterization,0.9002325
severe triple vessel coronary artery disease,True,Congenital coronary artery anomaly,0.9151478
RCA 1900-01-01 occluded,False,CKD stage 2 (gfr 60-89),0.5963003
saphenous vein graft,True,"CAD of autologous vein graft, wo angina",0.88827527
OM1 graft,False,Fhx of colon polyp,0.8195281
1900-01-01 occluded,False,Left aqueous misdirection,0.6328987
severely diseased LAD,False,Latent tuberculosis infection,0.79882175
Enteric coated aspirin,False,Hx of aspirin sensitive asthma w nasal polyp,0.81548035
Glucotrol XL,False,Fhx of glycogen storage disease,0.7926688
the vital signs,False,Fecal urgency,0.7500966
Subsequent exercise treadmill test,False,Treadmill stress test negative for angina pectoris,0.7393867
a reoperative coronary artery bypass graft times three,True,Coronary artery dissection,0.88829213
a subaortic proximal graft,False,Left subconjunctival hemorrhage,0.8170806
a wide graft,False,Hx of corneal patch graft,0.7693388
an Epinephrine drip,False,Anabolic steroid overdose,0.81313795
His Melranon,False,Stridor,0.7309346
his ACE inhibitor,False,ACE inhibitor overdose,0.8168088
The patient &apos;s heparin induced thrombocytopenia,False,Fhx of barretts esophagus,0.78046024
therapeutic Coumadin,False,Long term secukinumab therapy,0.77546203
his reoperative coronary artery bypass graft,True,Occlusion of coronary artery stent,0.8700242
Cardiac Catheterization,True,HX of cardiac catheterization,0.9002325
stent to LAD,False,Macule,0.76205695
this pain,True,Pain crisis,0.8638008
anterior chest pain,True,Localized chest pain,0.9171411
radiation to right shoulder,False,Arthritis of right shoulder,0.8431203
elevations in the anterior leads ( v2-5 ),False,Adhesions of left TMJ,0.7994626
"some ST depressions in II , III , AvF",False,Hx of pagets disease of vulva,0.7609892
nitro gtt,False,Hydroureter,0.7302433
hazy plaque in LAD,False,Declines lab draws,0.7762593
prior stent,False,Hx of iliac stent placement,0.79992807
1900-01-00 hazy plaque in circumflex,False,"Presence of bare metal stent, right coronary artery",0.60594535
a totally occluded PLB ( with collaterals ),False,Fecal incontinence w incomplete defecation,0.7066163
1900-01-01 cypher stent,False,GERD w diaphragmatic hernia,0.63681066
stenting of LAD,False,HX of stent of bypass graft,0.80363405
sudden death,False,Terminal illness,0.84928036
"some dried blood on lips , tongue",False,"Face blister, w infection",0.76502705
enlarged parotid glands bilaterally,True,Left parotid gland swelling,0.90740144
RIGHT ATRIUM,True,Common atrium,0.88171816
RIGHT VENTRICLE,True,Common ventricle,0.93603164
PULMONARY ARTERY,False,Pulmonary artery HTN,0.84181476
PULMONARY WEDGE,True,Pulmonary TB,0.86103517
HEART RATE,False,Blood pressure elevation,0.8277302
O2 CONS. IND,False,IUD insertion,0.71182203
A-V O2 DIFFERENCE,False,"CHF, stage B, unspecified",0.66800076
CARD. OP/IND FICK,False,Hx of bilat hip arthroplasty,0.71200114
SYSTEMIC VASC. RESISTANCE,False,Sepsis due to UTI,0.80966264
SVC LOW,False,Rh negative,0.7901131
PA MAIN,False,Elevated ALT,0.65958565
The oxygen consumption,False,Liver mass,0.7555445
PROXIMAL RCA,False,Right proximal radius Fx,0.8102112
MID RCA,False,Corn,0.73932433
ACUTE MARGINAL,True,Acute abdomen,0.8537593
DISTAL RCA,False,Premature beats,0.806596
LEFT MAIN,False,Left radius Fx,0.7884941
PROXIMAL LAD,False,Left proximal radius Fx,0.8280904
DISTAL LAD,False,Canities,0.81282616
PROXIMAL CX,False,Right proximal radius Fx,0.827375
MID CX,False,Open right trimalleolar Fx,0.7541932
DISTAL CX,False,Hx of deep anterior lamellar keratectomy,0.78915817
OBTUSE MARGINAL - 1900-01-01,False,"Cor triatriatum, sinister",0.6947814
OBTUSE MARGINAL - 1900-01-02,False,"Cor triatriatum, sinister",0.6947814
OBTUSE MARGINAL - 1900-01-03,False,"Cor triatriatum, sinister",0.6947814
hazy ulceration,False,Tonsillolith w ulceration,0.79047924
1900-01-00 hazy,False,"46, XX true hermaphrodite",0.51954216
totally occluded PLB with collaterals,False,Fhx of hypospadias,0.74078786
1900-01-02 cypher stents,False,GERD w diaphragmatic hernia,0.63616693
moderately dilated,False,Right narrow angle glaucoma,0.77392316
severe global left ventricular hypokinesis,True,Chronic left ventricular systolic dysfunction,0.876621
Overall left ventricular systolic function,True,Chronic left ventricular systolic dysfunction,0.9648974
severely depressed,False,Schizophrenia,0.8308834
mildly thickened,False,Pallor,0.7726755
Trivial mitral regurgitation,False,Mitral valve regurgitation,0.76339424
CK ( CPK )-,False,"DM 2 w CKD, ESRD on dialysis",0.7159587
anginal symptoms,False,Corneal disorder,0.83085406
EKG changes,False,DM 2,0.7627168
"lesions in LAD , LcX , and PLB",False,"Lobar pneumonia, RML",0.7738426
hazy lesions,False,Epidemic vertigo,0.8441537
post cath check,False,IUD surveillance,0.7667886
repeat Echo,False,Repeated falls,0.8147332
Low Na diet,False,Dietary calcium deficiency,0.79887795
1900-01-01 liter fluid restriction,False,"HX of heart valve replacement, mechanical",0.6392269
swan numbers,False,Elder neglect,0.8122987
ectopy post cath/MI,False,Acute DVT of bilat tibial veins,0.7838416
cath / dye,False,Occult blood in stool,0.72041583
cardiac diet,False,Vitamin overdose,0.81497717
somnolent status,False,Daytime somnolence,0.8029232
Coreg,False,Bandemia,0.8433373
Lasix,False,Macule,0.80198675
your previous diabetes medications,False,Declines diabetes screening,0.74167883
Clopidogrel Bisulfate,True,3-methylglutaconic aciduria,0.8530312
Multivitamin Capsule,False,Long term sirolimus therapy,0.79021084
ST Elevation Myocardial Infarction,True,Postmyocardial infarction syndrome,0.91849935
heart attacks,True,Panic attack,0.8668537
recurrent pseudomonas infections,True,Pseudomonas infection,0.93374914
candida species,False,Rubella,0.8228234
multiple AIDS illnesses,False,TB pneumonia,0.8460618
pseudomonas pneumonia,True,Pseudomonas pneumonia,0.99999994
IV Ceftazidime,False,Bilat descemetocele,0.74957
pseudomonal pneumonia,True,Pseudomonas infection,0.9259086
IV antibiotics,False,Vomiting,0.7967938
Concurrent blood cultures,False,Plasma cell leukemia,0.79246676
The patient &apos;s baseline O2 saturation,False,HX of Sano procedure,0.7322539
a left arm graft,False,Skin graft displacement,0.83801234
blood drawing,True,Pain crisis,0.86630946
IV medications,False,IV anesthetic overdose,0.76921153
the passport site,False,Geographic tongue,0.69458973
his temperature,False,Headache,0.8070657
bilateral basilar rales,False,Bilat macular disorder,0.8050095
Neurological exam,False,Colon obstruction,0.80850565
The differential,False,Canities,0.81111133
1900-02-14 polys,False,Elevated CA 19-9,0.6037678
1900-01-06 bands,False,"46, XX true hermaphrodite",0.5424354
1900-01-08 lymphs,False,Diaphragmatic hernia w obstruction,0.63917696
1900-02-01 monos,False,CKD stage 2 (gfr 60-89),0.5942512
Sputum gram stain,False,Gram neg infection,0.7769271
AFB stain,False,Declines lab draws,0.8285972
Chest X-ray,False,Abnl chest CT scan,0.76170325
an old chest X-ray,False,Abnl chest CT scan,0.7293577
a resolving left lower lobe and lingular infiltrate,True,Open left second metacarpal shaft Fx,0.85879135
the right mid lung infiltrate,False,Right femoral neck Fx,0.84926283
Infectious Disease,True,Infectious disease carrier,0.9345914
positive blood cultures,False,Positive culture finding,0.83733124
The passport in his left arm,False,Left arm furuncle,0.7016812
the Amphotericine,False,Alkaptonuria,0.75229263
his admission medications,False,Breakthrough bleeding,0.800318
his G-CSF,False,Complete SAB w shock,0.7078886
his white count,False,Back disorder,0.79910076
multiple blood transfusions,True,Blood transfusion reaction,0.8863051
a low hematocrit,False,Fhx of hematopoietic cancer,0.84633154
his blood drawn,False,Bleeding,0.7784587
magnesium replacement,False,Magnesium deficiency,0.813566
follow up lytes,False,ESRD on dialysis,0.74518067
multiple medical problems,False,Head cancer,0.8389363
beta blocker,False,Adverse effect of beta blocker,0.84532464
muscle relaxant,True,Skeletal muscle relaxant overdose,0.89542747
minimally responsive,False,Intentional tremor,0.7645527
sodium bicarb,False,Salicylate overdose,0.74084413
activated charcoal,False,Insulinoma,0.7981956
Patient 's blood pressures,False,Blood pressure elevation,0.7443074
decrease systolics,False,Diastolic dysfunction,0.80446756
glucose drips,False,Cardiac tamponade,0.7479973
Hepatitis C,True,Hepatitis C,0.9999999
Hypertrophic cardiomyopathy,True,Hypertensive cardiomyopathy,0.9454707
Lumbar and cervical degenerative disk disease,True,Lumbar nerve root injury,0.8803262
Tylenol #3,False,Salicylate overdose,0.77111876
large blood,False,Painful scar,0.80097246
Sinus bradycardia,True,Sinus bradycardia,1.0
left bundle branch block,True,Left bundle branch block,0.99999976
prolonged QRS,False,BPAP dependence,0.7785392
Urine tox,False,Occult blood in stool,0.80396754
"positive for barbiturates , opiates , and methadone",False,Adverse effect of barbiturate,0.8356646
Serum Tylenol level,False,Low serum ferritin,0.8357388
Positive for serum barbiturates,True,Adverse effect of barbiturate,0.88659215
total bilirubin,True,Elevated total bilirubin,0.9009221
glucagon drips,False,Loop diuretic overdose,0.7606258
a high suicide risk,False,High fall risk,0.8123129
her CKs,False,Skin thickening,0.7298655
suicide precautions,True,Ineffective coping,0.85008603
ICU level monitoring,False,High risk medication monitoring,0.7594981
tongue biting,True,Tongue swelling,0.88365346
respiratory rates,True,Blood pressure elevation,0.8539854
a max respiratory rate,False,Low bladder compliance,0.76783377
further monitoring,False,Drowning,0.7744471
Patient 's hypoxia,True,Cerebral hypoxia,0.86520815
appropriate antibiotics,False,Declines screening,0.7927797
patient 's tachypnea,True,Neonatal transient tachypnea,0.86003494
alcohol and benzodiazepine withdrawal,True,Benzodiazepine overdose,0.8993569
seizure activity,False,Speech disturbance,0.82873046
Her delirium,False,Delirium,0.8121696
toxic metabolic,True,Poisoning by nitrate,0.8541123
barbiturate withdrawal,True,Barbiturate overdose,0.85905254
a one-to-one sitter,False,No able caregiver in household,0.6366675
medical issues,False,Financial problem,0.80326
verbal command,False,Hostility,0.84202856
sternal rub,False,Accessory ovary,0.818033
"without corneal reflexes , spontaneous breathing , heart sounds , or palpable pulses",False,Postural instability of gait,0.83510745
Hydrocodone 1900-01-05 mg with Tylenol,False,Leukemoid reaction,0.71974325
Epidural site,False,Epidural hematoma,0.79292583
musculoskeletal component,True,Musculoskeletal system symptom,0.9529818
epidural pump placement,False,Hx of iliac stent placement,0.82958364
multiple trauma,True,Traumatic shock,0.8546294
an initial blood pressure,False,Low blood pressure reading,0.8470336
A groin line,False,"Excess skin, thigh",0.7863854
a grossly deformed left lower extremity,False,Acquired deformity of bilat forearms,0.81485844
Belmont Coma Scale,True,Glasgow coma scale,0.8662587
heme positive,False,Lipoid pneumonia,0.836951
meatal blood,False,Skin tag,0.7876113
grossly deformed,False,Nailbed deformity,0.7639518
a pinhole opening in the lateral thigh,False,Left humerus lateral epicondyle Fx,0.82150203
step-off at the back,False,Right nursemaids elbow,0.6860819
Admission laboratories,False,Genetic counseling,0.73332906
a mild metabolic acidosis,True,Respiratory acidosis,0.87700063
Additional assay,False,IUD counseling,0.7352339
slight widening of the mediastinum,False,Cystic meniscus of left lateral anterior horn,0.8102286
The CT scan of the head and chest,False,Abnl chest CT scan,0.76239276
a small liver laceration,True,Liver laceration,0.8987597
the A/P pelvis,False,"Pelvic fx, multiple sites anterior posterior compression w stable pelvic ring",0.79770106
a distal ulnar and radial fracture,False,"Superficial palmar arch laceration, right hand",0.84533054
a left mid-shaft comminuted fracture of the femur,False,Open left radius shaft Fx,0.7433764
an intramedullary rodding of the femur,True,Renal medullary washout,0.8548181
open reduction,False,Back disorder,0.8313371
internal fixation of the radius and ulna,False,Left radius pathological fx,0.80800337
his head injury,True,Chest injury,0.8726466
multiple contusions in the frontal lobe,True,Right ear contusion,0.86510074
some blood loss anemia,True,Anemia due to blood loss,0.932577
A repeat CT scan,False,Abnl chest CT scan,0.82591
Physical Therapy,False,Genetic counseling,0.7747991
some delirium,True,Delirium,0.8717555
a post-head injury syndrome,False,Hx of closed head injury,0.83192945
diffuse cognitive deficits,True,Age related cognitive decline,0.8817555
some sedation,False,No evidence of disease,0.76622313
the cast,False,Declines lab draws,0.6779609
a long-leg cast,False,Gout of bilat knees,0.7444708
home rehabilitation,False,Abortion counseling,0.8120953
Multiple trauma,True,Traumatic shock,0.8546294
severe frontal head injury,True,Traumatic head injury,0.8960394
Open fracture of the femur,True,Superficial injury of pelvis,0.87417626
Radial and ulnar fractures,False,Disorder of multiple joints,0.8464253
Liver laceration,True,Liver laceration,1.0
Open reduction,False,Back disorder,0.8313371
internal fixation of femur,True,Exostosis of right femur,0.8698578
internal fixation of radius and ulna,True,Bone cyst of left ulna,0.8552557
PELVIC MASS,True,Pelvic fx,0.88837445
Pelvic mass,True,Pelvic fx,0.88837445
a pelvic mass,False,Pelvic stress fx,0.8395289
the mass,False,Fatigue,0.81528413
severe left lower quadrant pain,True,Chronic left arm pain,0.8691108
an 1900-01-08 cm left lower quadrant mass,False,CKD stage 2 (gfr 60-89),0.61445385
both cystic and solid components,False,"Bilat macular hole, full thickness",0.75214404
Vicodin ES,False,Solar lentigo,0.7430592
the patient &apos;s pain,False,Fhx of barretts esophagus,0.7452135
an inability to tolerate p.o. intake,False,Failure to thrive in newborn,0.72647125
The left lower quadrant pain in the groin,False,Left sternoclavicular joint pain,0.8485903
vaginal discharge,True,Vaginal discharge,1.0
A TAH-BSO,False,Marasmic Kwashiorkor,0.73237693
an exploratory laparotomy,False,Tetralogy of Fallot w pulmonary atresia,0.7033964
Her allergies,False,Seasonal allergies,0.7963116
throat edema,True,Facial edema,0.906567
rectosigmoid mass,True,Hx of rectosigmoid junction cancer,0.88941586
a CT showed,False,Abnl chest CT scan,0.7500946
tumor in the left lower quadrant,False,"Left breast lump, lower inner quadrant",0.84603584
C. perfringens,False,Tinea cruris,0.79980516
Other blood culture,False,Whole blood donor,0.8137389
a PE protocol CT,False,Declines procedure,0.7603401
bilateral stent placement,True,Hx of iliac stent placement,0.86253047
the pelvic mass,True,Pelvic muscle wasting,0.8639305
left ureterolysis,True,Left iridodialysis,0.85051036
rectosigmoid resection,True,Rectosigmoid junction cancer,0.87532634
a vaginal tumor,True,Vaginal cancer,0.9084598
an enterotomy,False,Episiotomy infection,0.8105311
a PCEA,False,MRSA pneumonia,0.8096194
a Dilaudid PCA,False,Abnl cervical Pap LGSIL (low grade squamous intraepithelial lesion),0.7964914
depression poorly controlled,False,Reactive depression,0.7759612
baseline hypertension,True,Labile hypertension,0.90453315
an SBP,False,Complete SAB,0.7509504
that blood pressure,False,Pain crisis,0.75397116
still elevated,False,Worries,0.8156303
the third surgery,False,Back disorder,0.7854384
1900-01-02 liters of nasal cannula,False,Regurgitation of food in newborn,0.65121514
nebulizer treatment,False,Splenic calcification,0.75237525
psychiatric issues,True,Psychological disorder,0.85364354
the initial surgery,False,Breakthrough bleeding,0.77817494
increased free air under the diaphragm,False,Diaphragm fitting,0.74267596
free air,False,Drowning,0.765947
emergent exploratory laparotomy,False,Abnl hematological finding on antenatal screening,0.71721125
a small bowel enterotomy,False,Hx of small bowel resection,0.8409542
bilious fluid within the peritoneum,False,Bursitis of left subpatellar bursa,0.8233943
a similar increased abdominal pain episode,False,Rebound abdominal tenderness,0.8019221
another emergent exploratory laparotomy,False,Homicidal ideation,0.6829346
another peroration,False,Innocent murmur,0.7816515
the site of previous repair,False,"Soft tissue cancer trunk, unspecified site",0.72551125
respiratory insufficiency,True,Respiratory insufficiency,1.0000001
an NG tube,False,Short cord,0.7763256
clear sips,False,Bleeding gums,0.7120309
nutritional supplementation,False,Dietary calcium deficiency,0.8360291
diet advancement,False,Vitamin abuse,0.84837747
the NG tube,False,Declines lab draws,0.78205514
low stoma output,False,Late effect of trachoma,0.8111745
calorie counts,False,Vitamin K overdose,0.7383466
removal of the ureteral stents,True,Hx of ureteral stent (removed),0.88584447
the second exploratory laparotomy,False,Vibrio parahemolyticus food poisoning,0.69395685
JP drain,False,Stannosis,0.84653646
aurine culture,False,Bilat Eales disease,0.7608128
blood culture,True,Serum sickness,0.8619852
the patient &apos;s white blood count,False,Fhx of barretts esophagus,0.7672963
other symptoms,False,Nasal disease,0.82454216
the white blood cell count,False,White blood cell disorder,0.7909169
sub .q. heparin,False,Bilat hyphema,0.7547403
the right IJ line site,False,Central line occlusion,0.7068819
the right IJ line,False,Presence of central line,0.7179836
bilateral upper extremity Dopplers,False,Hx of lower extremity skin ulcer,0.83598256
a right IJ clot,False,Right TMJ pain,0.8169472
Lovenox therapy,False,Cluttons joints,0.7535492
home Synthroid dose,False,Elder nutritional neglect,0.77157974
insulin sliding scale,False,Minimal change disease,0.7971777
cerebrovascular accident,True,Congenital cerebrovascular anomaly,0.9139519
any symptoms,False,Gi symptoms,0.7894757
an occasional nonproductive cough,False,Nonvenomous insect bite of anus,0.70055544
alternating chills and feeling hot,False,Chills,0.78343976
a Holter monitor,False,Strep carrier,0.725386
first degree AV block,True,"AV block, second degree",0.8704902
chronic obstructive pulmonary disease exacerbation,True,Chronic obstructive asthma,0.91946644
lateral ST depressions,False,Abnl palmar creases,0.83183575
urinary frequency and urgency,True,Urinary frequency,0.919689
Chronic obstructive pulmonary disease,True,Chronic obstructive asthma,0.9253963
asthmatic component,False,Cough variant asthma,0.8150052
residual right sided weakness,False,Left radius stress fx,0.8283262
kidney mass,True,Renal mass,0.9413012
lower gastrointestinal bleed,True,Hx of gastrointestinal bleed,0.9218284
bilateral salpingo- oophorectomy,False,Hx of left oophorectomy,0.8378338
Left cataract,True,Left cataract,1.0000001
decreased skin turgor,False,Late effect of trachoma,0.8280742
"Head , eyes , ears , nose and throat examination",False,"Low vision left eye, normal vision right eye",0.6892611
diffuse expiratory wheezes,False,Wheezing,0.7906786
guaiac positive,False,Gaucher disease carrier,0.7018487
one plus bilateral lower extremity edema,True,Hx of lower extremity skin ulcer,0.85610235
CK MB,False,"DM 2 w CKD, unspecified stage",0.72804654
equivocal retrocardiac opacity,False,Atrial ectopic tachycardia,0.8196065
First degree AV block,True,"AV block, second degree",0.8704902
PR interval,False,Canities,0.7581194
left axis deviation,True,Skew deviation,0.85047096
right bundle branch block,True,Right bundle branch block,0.9999998
a left anterior fascicular block,True,Left anterior fascicular hemiblock,0.8838268
difficulty ambulating,False,Difficulty walking,0.7468969
significant wheezing,True,Wheezing,0.9066566
left lower lobe opacity,False,Right age related posterior subcapsular polar cataract,0.8482579
the patient 's shortness of breath,False,Pathologic change of voice,0.7613536
severe airway obstruction,True,Upper airway obstruction,0.91718864
The patient 's shortness of breath,False,Pathologic change of voice,0.7613536
a coronary event,False,"Atrial septal defect, coronary sinus type",0.84426093
The patient 's enzymes,False,Whole blood donor,0.7164693
The patient 's electrocardiogram,False,Abnl echocardiogram,0.7812431
1900-01-00 heart block,False,Pressure ulcer of right foot stage 1 (superficial skin changes),0.6388404
a temporary wire,False,Short cord,0.79562813
a permanent dual chamber rate responsive pacemaker,False,Hx of implantable cardiac pacemaker (removed),0.7622449
an element of heart failure,False,Anemia due to chronic blood loss,0.8439975
her chronic obstructive pulmonary disease,False,Chronic obstructive asthma w status asthmaticus,0.8333647
intravenous Lasix,False,Iatrogenic arteriovenous fistula,0.8322731
her overall fluid status,False,Body fluid retention,0.7362795
her renal function,False,Renal mass,0.8044003
her hospitalization,False,Hospital acquired pneumonia,0.801136
Heart block,False,Chest discomfort,0.81820726
the patient 's electrocardiogram,False,Abnl echocardiogram,0.7812431
a 1900-01-00 heart block,False,Acute myeloid leukemia w 11q23 abnormality,0.6440517
a temporary pacing wire,False,Tension headache,0.7709854
a dual chamber pacemaker,False,Hx of implantable cardiac pacemaker (removed),0.6897885
a creatinine,False,Abnl creatinine clearance,0.78500575
Her calculated fractional excretion of sodium,False,Skin excoriation,0.69631344
a prerenal cause,True,Congenital adrenal anomaly,0.8508253
The patient 's creatinine,False,Elevated serum creatinine,0.78674424
the patient 's creatinine,False,Elevated serum creatinine,0.78674424
her Lasix,False,Macule,0.80216336
ace inhibitor,True,ACE inhibitor overdose,0.91066283
guaiac positive stools,False,"Type B blood, Rh positive",0.80412817
Her hematocrit,False,Fhx of hematopoietic cancer,0.8171658
packed red blood cells,False,Giant cell tumor,0.74703145
Her calcium channel blocker,False,Calcium channel blocker overdose,0.8263793
the patient 's hematocrit,False,Hematoma of dialysis access,0.81398886
TRANSIENT PARAPLEGIA,True,Paraplegia,0.93229294
RIGHT HYDRONEPHROSIS,True,Acquired hydronephrosis,0.9321
CT SCAN,False,Abnl chest CT scan,0.7998068
apparent loss of consciousness,True,Loss of height,0.85484684
apparently paraplegic below the umbilicus,False,Left mandibular ramus fx,0.80493665
absence of movement and sensation below the umbilicus,False,Hx of lumbar epidural steroid injection,0.7864751
an ovarian cyst,True,Right ovarian cyst,0.91322947
initial exam,False,Declines anal exam,0.7973136
decreased range of motion,False,Loss of height,0.8217876
decreased sensation in the left leg,True,Left leg cramp,0.87371945
Initial radiologic evaluation,False,Cervical low risk HPV DNA test positive,0.7552569
Abdominal CT,True,Abdominal tenderness,0.8699992
mild right hydroureter,True,Congenital hydroureter,0.8531904
Back MRI,True,Back disorder,0.9041735
Film of the left humerus,True,Bone island of left humerus,0.9272219
the patient &apos;s paraplegia,False,Fhx of barretts esophagus,0.7524084
a cord concussion,False,Accidental needle stick,0.81074893
treatment with intravenous steroids,True,Long term systemic steroid therapy,0.8711281
The patient &apos;s paraplegia,False,Fhx of barretts esophagus,0.7524084
an IVP,False,IV anesthetic overdose,0.76059556
residual contrast in the colon,False,Adhesions of left TMJ,0.80934346
the patient &apos;s prior abdominal CT scan,False,"Supervision high risk pregnancy, hx of cesarean section",0.74354804
a scout film,False,School problem,0.739398
flexion and extension views of the lumbosacral spine,False,Right globe atrophy,0.73124486
the residual contrast in her colon,False,Sun damaged skin,0.7277738
her IVP,False,Rectal bleeding,0.7272236
unstoppable premature labor,False,Unsheltered homelessness,0.7159758
blood type,False,Terminal illness,0.8076667
Other prenatal screens,False,Acute prerenal renal failure,0.79461145
1900-01-05 cm dilated,False,Nonvenomous insect bite of chest wall,0.6636912
a transverse lie presentation,False,Peripheral vertigo,0.7588033
slight meconium stained amniotic fluid,False,Meconium in amniotic fluid in childbirth,0.834984
inconsistent respiratory effort,False,Lack of coordination,0.83422184
increased work of breathing,False,Relaxation of pelvis,0.79204434
Her admission physical,False,Breakthrough bleeding,0.7742934
a birth weight,False,Hx of low birth weight,0.7990248
Red reflex,True,Back disorder,0.8653784
oral intubation,True,Difficult intubation,0.87017584
Increased work of breathing,False,Relaxation of pelvis,0.79204434
slightly crackly,False,Cracked tooth,0.72688425
Peripheral pulses,True,Peripheral vertigo,0.874277
bilateral diffuse granular pattern,False,Diffuse crescentic glomerulonephritis,0.84379315
surfactant deficiency,False,Thiamine deficiency,0.84625995
Maximum mechanical ventilation,False,Home ventilation dependence,0.7718459
maximum FIO2,False,Hx of STI,0.7595904
a CPAP,False,IUD counseling,0.7500387
a nasal cannula,False,Lack of posterior occlusal support,0.82163036
nasal cannula O2,False,Deviated nasal septum,0.8447916
apnea episodes,False,Sleep apnea,0.83690935
a normal saline bolus,False,Long term auranofin therapy,0.7733916
a mean arterial pressure,False,Low blood pressure reading,0.74148446
UAC and UVC lines,False,Presence of PICC line,0.7520585
The UAC,False,Complete SAB,0.72692156
enteral feeds,False,IUD surveillance,0.71890104
increased abdominal girth,False,Increased body weight,0.8448875
abdominal distention,True,Bladder distention,0.913015
sepsis evaluation,False,Sepsis wo acute organ dysfunction,0.8234765
a decreased glucose infusion rate,False,Impaired glucose tolerance,0.8476748
slow gastrointestinal motility,True,Abnl gastrointestinal tract imaging,0.87401617
a distended abdomen,False,Bladder distention,0.75984323
a bilious spit,False,Bilat scintillating scotoma,0.74841833
Serial KUBs,False,Bursopathy,0.75683
nonspecific changes,False,Undifferentiated juvenile idiopathic arthritis of unspecified joint,0.7493772
dilated loops,False,Prominent ears,0.7781142
bluish discoloration,False,Nail discoloration,0.81825507
a bruise on her left lower quadrant,False,Left cheek laceration,0.80961573
This NPO,False,MRSA carrier,0.7177355
full enteral feeds,False,Junctional escape beats,0.74157
physiologic jaundice,True,Physiologic tremor,0.85639775
a peak serum bilirubin,True,Elevated total bilirubin,0.91828
1900-02-18 polys,False,CKD stage 2 (gfr 60-89),0.58876145
1900-02-16 lymphs,False,Diaphragmatic hernia w obstruction,0.65304935
Initial hematocrit,True,Precipitous hematocrit drop,0.8625368
Her initial blood culture,False,Whole blood donor,0.7766067
a CBC,False,Declines lab draws,0.81155396
1900-01-30 polys,False,CKD stage 2 (gfr 60-89),0.62651306
1900-02-27 lymphs,False,Diaphragmatic hernia w obstruction,0.6546814
staph coagulase negative,True,Staph coagulase negative infection,0.8952279
A lumbar puncture,True,Lumbar disc herniation w myelopathy,0.87726754
This culture,False,Anuria,0.7962183
Antibiotic levels,False,Penicillin antibiotic overdose,0.812029
two transfusions,False,Renal dialysis dependence,0.7486118
vitamin E supplements,True,Vitamin E deficiency,0.8606975
less stress tolerant,False,Reduced mobility,0.79341257
A hematocrit,True,Fhx of hematopoietic cancer,0.8628663
reticulocyte count,False,Agranulocytosis due to cancer chemotherapy,0.8249998
a reticulocyte count,False,Hx of reticulosarcoma,0.8302969
Initial head ultrasound,False,Declines skin exam,0.7953185
an absent septum pellucidum,True,Left acetabulum posterior column fx,0.88708884
focal gyral morphology,True,Focal segmental glomerulosclerosis,0.8586793
signal abnormalities,False,Declines chemotherapy,0.8108288
extracerebral collections,False,Bilat multiple precerebral artery syndrome,0.79665625
partially absent,False,Absent reflex,0.84205973
coronal images,False,Visual halos,0.78706414
Several labs,False,Declines lab draws,0.7831078
thyroid studies,False,Thyroid mass,0.8490279
serum sodium,True,Potassium overdose,0.8527204
a calcium,False,Iron overdose,0.8015971
a phosphorus,False,Iron overdose,0.7906768
Thyroid function studies,False,Abnl thyroid function study,0.84270537
a TSH,False,Elevated TSH,0.8407365
a cortisol level,False,Hx of exudative age related macular degeneration,0.7804606
A growth hormone,True,Growth hormone deficiency,0.8524524
an FSH,False,Rh negative,0.7637951
The baby 's neurologic examination,False,Newborn affected by breech delivery and extraction,0.76866686
septic optic dysplasia,True,Septo optic dysplasia,0.9559519
any signs of pituitary problems,False,Chronic laryngitis,0.8490266
Initial ROP screen,False,Hx of negative pap performed within last 12 months,0.81054306
immature retinas to zone 1900-01-02 bilaterally,False,Hx of eyelid basal cell carcinoma,0.79097676
follow-up examination,False,Secondary dm,0.7349675
vitamin E,True,Vitamin C deficiency,0.88852096
caffeine citrate,False,Caffeine dependence,0.8227162
Car seat positioning screening,False,Gun safety counseling,0.75204563
Newborn state screens,False,Declines screening,0.8319969
hepatitis B immune globulin,True,Humoral immunoglobulin deficiency,0.8742342
her second hepatitis B vaccine,False,Hepatitis B carrier,0.8371035
Her two month immunizations,False,Declines influenza vaccination by caregiver,0.7472805
Surfactant deficiency,False,Thiamine deficiency,0.84625995
Physiologic jaundice,True,Physiologic tremor,0.85639775
Coagulase negative bacteremia,True,Staph coagulase negative infection,0.86572796
Absent septum pellucidum,True,Absent corpus callosum,0.8709723
C. difficile colitis,True,C difficile infection,0.8771541
Chronic pleural effusion,True,Malignant pleural effusion,0.9582275
ischemic bowel,True,Ischemic intestinal stricture,0.8902781
Chronic renal insufficiency,True,Chronic renal insufficiency,1.0000002
chronic pleural effusions,True,Malignant pleural effusion,0.93549645
bloody diarrhea,True,Diarrhea,0.92952025
SMA stenoses,False,Active rickets,0.7338685
an angioplasty,False,"Left capillary hemangioma, orbit",0.84231424
his SMA,False,MRSA carrier,0.79874593
gram negative rod sepsis,False,Meningitis w gram negative bacteria,0.83915806
E. coli,True,E coli pneumonia,0.88999057
B. fragilis,False,Acne varioliformis,0.8464576
a falling hematocrit,False,Bilat hemorrhage in optic nerve sheath,0.8019674
mild congestive heart failure,True,"Systolic heart failure, acute",0.89864135
guaiac positive stool,False,"Type B blood, Rh positive",0.7818543
