Entity,Match,Matched Entity,Score
"COPD,",True,"Skin cancer, chin",0.86594933
pinpoint pupils,False,Reverse articulation,0.8316965
sz,False,Kuru,0.80327153
toxicity.,False,Drug induced DM,0.7751692
pain?).,False,Red color blindness (Protan defect),0.7819864
IVC filter,False,Rotor syndrome,0.70731354
"Hypotension,",True,Hypotension,0.86152077
pressure support.,False,Drug induced DM,0.7955594
the UTI.,False,Doubling of uterus w doubling of cervix and vagina,0.7978855
serratia):,False,Tinea profunda,0.7926823
enterococcus,True,Enterococcus UTI,0.9118699
serratia.,False,Zoophilia,0.7972037
seizure activity.,False,Drug induced DM,0.7849028
COPD.,False,Dysphagia,0.79304653
DVT.,False,Abnl mammography,0.7677511
IVF filters,True,Double kidney,0.86311495
Chronic PAIN:,True,Chronic malignant pain,0.85052365
respiratory suppression,True,Respiratory paralysis,0.9064517
SOB/wheeze.,False,"Mild persistent asthma w allergic rhinitis, controlled",0.7809657
seizure activity,True,Status epilepticus,0.85164547
somnolence.,False,Daytime somnolence,0.80664957
Type 2 Diabetes,False,Prediabetes,0.83519375
urosepsis.,False,"Sacrum abrasion, w infection",0.81755483
Atrial Fibrillation:,True,Chronic atrial fibrillation,0.85019857
supratherapeutic INR.,False,Paratyphoid fever C,0.79894745
C. Diff,False,Fhx of blood disorder,0.73567796
Pain:,True,Pain crisis,0.86258686
Type 2 Diabetes:,False,Hx of diabetic small vessel disease,0.7712705
Atrial Fibrillation,True,Chronic atrial fibrillation,0.94735867
this infection.,False,Poisoning by vitamin,0.81058323
cellulitic,False,Salivary ranula,0.8348741
BP support.,False,Drug induced DM,0.7891537
hyperkalemia-treated,False,Amiodarone induced hyperthyroidism,0.83718216
maintain BP.,False,Dysphagia,0.77361065
"Oliguric,",False,Oliguria,0.84503263
BP remain labile,False,Elevated CPK,0.8240658
low HCT.,False,Drug induced DM,0.83324766
sedated.,False,Headache,0.75730604
"UOP >100cc/h,",False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.81603277
ARF/Rhabdo,False,Trifid kidney,0.8136914
Pain,True,Pain,0.9999998
cellulitis,True,Cellulitis,1.0000002
Acute renal failure-,True,Acute renal insufficiency,0.886012
pressures in the 60s/30s,False,Toxic effect of hydrocarbon gas,0.77293944
HAP.,False,Abnl posture,0.8075122
Atrial fibrillation with RVR:,False,AV junctional rhythm,0.8222958
Diarrhea:,False,Functional diarrhea,0.8085846
short of breath.,False,Blue color blindness (Tritan defect),0.78551584
chest pain.The,False,"CAD wo angina, w hx of percutaneous coronary angioplasty",0.8235721
recurrent chest pain,True,Recurrent abdominal pain,0.95298463
Thrombocytopenia:,True,Primary thrombocytopenia,0.8944157
"thrombocytopenia,secondary",True,"Drug induced headache, intractable",0.8868186
"thrombocytopenia,",False,Lymphocytopenia,0.84036297
"UTI,",False,Proteus UTI,0.8273691
complicated cysistits,True,Misplaced bilat ears,0.86542076
torn ACL pain,True,Bilat locked knees,0.8690276
pain/temp.,False,Migraine,0.7903532
"Thrombocytopenia,",False,Lymphocytopenia,0.84036297
delirium,True,Delirium,1.0
cough.,False,Abnl sputum,0.77616
sore throat.,False,Chronic sore throat,0.8292581
"sob,",False,Koro,0.83383834
SOB/Wheezing.,False,"Esophagitis, unspecified w bleeding",0.80193365
blood pressures,True,Blood pressure elevation,0.85086477
"chest pain,",True,Chest pain,0.8669234
pulmonary embolism,True,Cerebral embolism,0.95564216
"Adrenal insufficiency,",True,"Short stature due to endocrine disorder, unspecified",0.875042
multifocal pneumonia,True,Lobar pneumonia,0.9386929
"HAP,",False,Koro,0.8022482
somnolent,False,Daytime somnolence,0.7905003
post herpetic neuralgias.,False,"Sciatica, bilat sides",0.8249658
zoster related ear pain.,False,"Right ear abrasion, w infection",0.8293279
hospital acquired pneumonia.,False,UTI (urinary tract infection),0.8019856
adrenal insufficiency,True,Primary adrenal insufficiency,0.9340407
AF:,False,Abnl sputum,0.79814225
GI Bleed,False,Epidemic vertigo,0.84784114
DVT:,False,Abnl sputum,0.80122447
Adrenal Insufficiency:,True,Primary adrenal insufficiency,0.90127254
chronic anemia,True,Chronic anemia,1.0000001
supratherapeutic INR,False,Lumbar vertebral pathological fx,0.8258308
GI Bleed:,False,Hiccup,0.8163063
"CP,",False,"CHF, stage D",0.8171549
CP,False,Palate fx,0.80244553
Hyperlipidemia,True,Hyperlipidemia,1.0
increasing her Na,False,Elevated CPK,0.81282103
volume repletion.,False,"CAD of autologous arterial graft, wo angina",0.8080193
antiseizure prophylaxis.,False,Postseizure paralysis,0.8288678
Hyponatremia,True,Hyponatremia,1.0
pressor support,False,Callosity,0.8039269
erythema,True,Erythema,1.0000002
"CHF,",False,"CHF, stage D",0.83692586
UTI,False,Upper UTI,0.7943777
pressor support.,False,Drug induced DM,0.79926246
broad spectrum antibiotics coverage.,False,Positive anthrax culture,0.80898964
gram negative coverage,True,Gram negative pneumonia,0.8732995
"ischemic event,",True,"Acute ST elevation MI, septum",0.8616307
wenkebach rhythm.,False,Axenfelds anomaly,0.81025016
low EF.,False,Incomplete SAB,0.79454863
"Hct of 26,",False,"Hx of obesity, peds (95-100 BMI percentile)",0.72707164
Facial eccymoses,True,Spontaneous ecchymoses,0.8864725
erythema:,True,Erythema,0.89091253
peri-orbital cellulitis.,False,"Sacrum abrasion, w infection",0.8277195
"peri-orbital cellulitis,",True,"Acute nonbacterial endocarditis, unspecified",0.89482194
fear of bleed.,False,"Groin abrasion, w infection",0.82215536
"agitation,",True,"Head abrasion, w infection",0.8531828
Coagulopathy:,True,Hx of coagulopathy,0.8794457
dysrhythmias,False,Inappropriate sinus tachycardia,0.8435452
lower extremity DVT.,False,"Left lower leg abrasion, w infection",0.82268405
Hypernatremia:,True,Hypernatremia,0.8602897
non ST elevation MI,True,Acute non ST elevation MI,0.9475703
"DVT prophylaxis,",True,"AV block, postoperative",0.8652081
HLD,True,Abnl glucose,0.87848395
cardiac catheterization,True,HX of cardiac catheterization,0.91692245
cardiac catheterization.,False,HX of cardiac catheterization,0.790067
arthralgias.,False,"Sciatica, bilat sides",0.82223505
complete heart block,True,Congenital heart block,0.91139984
ST elevations.,False,Drug induced DM,0.7841871
epistasis,True,Dwarfism,0.86200845
guaiac positive stools.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.80941373
cholesterol,True,Hepatitis,0.8716091
mildly positive urinalysis,True,Elevated serum creatinine,0.8806638
"stage IIIA carcinosarcoma of the uterus,",True,"Hx of malignant carcinoid tumor, rectum",0.8738104
"stage I mucinous carcinoma of the ovary,",True,"Transitional cell carcinoma, lateral wall of bladder",0.87364733
hypoxemic,True,Hypoxemia,0.88581234
her hypotension.,False,Complete SAB w renal failure,0.8156728
stage IIIA carcinosarcoma of the uterus,True,"Hx of malignant carcinoid tumor, rectum",0.8738104
stage I mucinous carcinoma of the ovary.,True,"Transitional cell carcinoma, lateral wall of bladder",0.87364733
Hypercholesterolemia,True,Hypercholesterolemia,1.0
stage I mucinous carcinoma of the ovary,True,"Transitional cell carcinoma, lateral wall of bladder",0.87364733
Hypoxia,True,Hypoxia,0.99999994
her hypotension;,True,Chronic hypotension,0.85112274
Bilateral erythema,True,Erythema,0.9096949
redness in legs,False,Atrophic skin spots,0.8429785
CHF/volume,False,Hx of CHF,0.82827353
Normocytic Anemia,True,Normocytic normochromic anemia,0.953215
Thrombocytopenia,True,Secondary thrombocytopenia,0.9289236
marrow suppression,True,Bone marrow suppression,0.9682868
Uterine & Ovarian cancer,True,Endometrial cancer,0.90373665
nasal stuffiness.,False,"Sacrum abrasion, w infection",0.8209273
"fluid overload,",True,"Paralytic syndrome, bilat, late effect of stroke",0.8717292
"skin infection of the legs,",True,"Chronic ulcer of buttock, muscle necrosis",0.85917854
dehydrated.,False,Abnl sputum,0.8002604
Crohn's,True,Crohns disease of colon,0.860911
aspiration PNA,True,Abnl chest MRI,0.8905717
DM2,True,DM 2,0.9113845
possible pneumonia.,False,Dysphagia,0.80337596
Acute Pancreatitis:,True,Idiopathic acute pancreatitis,0.85622466
CHF.,False,Abnl mammography,0.78018725
Crohn's:,True,Crohns disease of rectum,0.8561779
bloody diarrhea,True,Bulky stool,0.90343237
consitpation.,False,"Anus abrasion, w infection",0.7950794
goal O2 sats of 95% or higher.,False,Supplemental oxygen dependence,0.80757713
dystonic reaction,True,Paranoid reaction,0.9084999
pseudomonas infection of stage,False,Syphilis of lung,0.83933014
"residual	O	56
severe	O	56
paraparesis	O	56
due	O	56
to	O	56
combination	O	56
of	O	56
deconditioning	O	56
and	O	56
vincristine	B-ADE	56
toxic	I-ADE	56
polyneuropathy,	I-ADE	56
and	O	56
question	O	56
of	O	56
critical	O	56
illness	O	56
polyneuropathy/myopathy.",False,Hemiparesis,0.8284005
polyneuropathy,True,Polyneuropathy,1.0
pancytopenia,True,Pancytopenia,0.99999994
Mycoplasma hominis PNA,True,Mycoplasma bronchopneumonia,0.8501823
Lower extremity paraparesis,True,Paraparesis,0.936347
"paraneoplastic syndrome,",True,"Acute and chronic posttraumatic respiratory failure, unspecified type",0.86522233
Diffuse Joint Pain,True,Joint pain,0.931519
HSV,True,Measles,0.896574
"HSV,",False,"Anus abrasion, w infection",0.8048179
dyspepsia,True,Dyspepsia,1.0
zoster infection,True,Disseminated herpes zoster,0.8912777
"potassium of 6,",False,Suspected COVID-19,0.7512921
ALLERGIES:,False,Seasonal allergies,0.834314
gastrointestinal bleed,True,Hx of gastrointestinal bleed,0.89201987
"gastrointestinal bleed,",True,"Acute DVT of bilat legs, unspecified veins",0.86312556
THROMBOCYTOPENIA,True,Secondary thrombocytopenia,0.9289236
gastrointestinal bleed.,False,"Right facial weakness, late effect of cerebrovascular disease",0.8078441
neuropathic pain.,False,Dysphagia,0.80822307
zoster infection.,False,Poisoning by vitamin,0.819082
thrush).,False,"Anus blister, w infection",0.7885044
itch,True,Winter itch,0.86358714
scalp rash,True,Vulvar rash,0.92949814
body rash,True,Rash,0.9107563
SOB/wheezing,True,Wheezing,0.9269122
Wheezes,True,Wheezing,0.9700624
mechanical aortic valve,True,Bicuspid aortic valve,0.9335164
GI bleeding,True,Rectal bleeding,0.9162204
GI bleed.,False,"Facial weakness, late effect of embolic stroke",0.7813963
"recurrent gi bleeds,",True,"Acute DVT of bilat legs, unspecified veins",0.86388236
bleeding,True,Bleeding,1.0
a subtherapeutic INR of 1.9.,False,"Abnl vision, late effect of cerebrovascular disease",0.8008571
recurrent bleeding.,False,Headache,0.8252142
recurrent bleeding,True,Breakthrough bleeding,0.93871963
bleeding.,False,Dysphagia,0.8111713
recurrent GI bleeds,True,Hx of upper gastrointestinal bleed,0.8820565
GI bleed/acute,True,GI hemorrhage,0.877418
UGIB,False,Abnl posture,0.83408165
"mechanical valve,",True,"Hx of heart valve replacement, bioprosthetic",0.87582207
GI bleeding.,False,GI hemorrhage,0.82307506
bleeding).,False,Drug induced DM,0.8038167
recurrent GI bleeds.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.81561667
bradycardia,True,Bradycardia,0.9999999
mechanical valve.,False,"Anus abrasion, w infection",0.7922546
Bradycardia:,True,Bradycardia,0.86874485
bradycardia.,False,"Sinus bradycardia, persistent",0.816437
blood pressure control.,False,Blood pressure elevation,0.79460317
#hypothyroidism-continued,False,Essential HTN,0.8256222
#HL-continued,False,Suspected COVID-19,0.81712186
#GERD-on,False,Acquired bilat coxa valga,0.8012347
GI bleed,False,Epidemic vertigo,0.84784114
"cardiac history,",False,"Right ear abrasion, w infection",0.8208329
including stents,True,Obstructive shock,0.878957
"pain/n/v/d/c/melena/brbpr,",False,Hx of neurosis,0.77671194
Crohn's Disease:,False,Crohns disease of small intestine,0.8349987
DM,False,Fhx of DM,0.84629554
CMP,True,Abnl glucose,0.8565538
"DM,",False,Fhx of DM,0.8363627
pain/weakness.,False,Headache,0.79988116
HTN/DM.,False,Portal htn,0.7630086
chronic diastolic CHF/CMP:,True,Chronic left sided CHF,0.85925853
DM:,False,DM 1 w cataract,0.78342634
Pancreatic insufficiency:,True,Pancreatic insufficiency,0.8978506
Chronic neuropathic/radicular pain:,True,Chronic thoracic pain,0.8596646
"mental status changes,",False,Cognitive changes due to medical disorder,0.8401692
h/o TIA symptoms:,False,Hgb H disease,0.779929
secondary prevention.,False,Drug induced DM,0.8023122
itching,True,Wasp sting,0.8521404
weight >195 lbs.,False,Overweight (BMI 25-29.9),0.77029353
pain:,True,Pain crisis,0.86258686
Crohn's Disease,True,Inflammatory bowel disease,0.8882894
infected knee.,False,Loose body in left knee,0.8138504
chelation therapy,False,Hx of systemic steroid therapy,0.83473945
CAP/neutropenic,True,Neutropenic splenomegaly,0.8535743
"pancytopenia,",True,Pancytopenia,0.8697101
febrile,True,Fever,0.916196
galactomannan,False,Galactocele,0.8403119
aspergillus,True,Aspergillus pneumonia,0.85121703
"VRE coverage,",True,"Hot flashes, male",0.8595367
PCP,True,Migraine,0.88274926
"A-fib,",False,Abnl anal Pap ASC-H (atypical squamous cells cannot exclude high grade),0.8217451
Gastric ulcer,True,Esophageal ulcer,0.9631683
wheezes,True,Wheezing,0.9700624
pulmonary edema,True,Pulmonary edema,1.0000002
"wheezes,",True,"Mild persistent asthma w allergic rhinitis, controlled",0.87992847
sob.,False,Bilat tinnitus,0.8435099
Afib.,False,Bilat blindness,0.7885388
hypertension.,False,Dysphagia,0.7752863
heart failure.,False,"Diastolic heart failure, acute on chronic",0.76887953
Acute diastolic,True,Hypertensive crisis,0.87932867
heart failure:,False,Left heart failure,0.8204182
"Gram positive bacteremia,",True,"Acute nonbacterial endocarditis, unspecified",0.9021106
proteinuria:,False,Isolated proteinuria,0.8043437
"Altered mental status,",False,"Major vascular neurocognitive disorder, severe, w agitation",0.8384715
unresponsiveness,False,Irritability,0.81959856
"proteinuria,",True,Proteinuria,0.8941581
dCHF.,False,Abnl sputum,0.8171419
Hypokalemia-,True,Hypokalemia,0.93495786
Long QT:,False,Acquired long QT syndrome,0.84632427
DVT PPx:,False,Hx of DVT,0.83348423
Altered mental status,True,Neurocognitive disorder,0.8677485
"leg swelling,",True,Ankle edema,0.8955802
Blood pressure,True,Blood pressure elevation,0.88642645
leg swelling,True,Leg edema,0.9413928
desentization,True,Contusion,0.87847376
hives,False,Bilat talipes,0.83885515
profuse vomiting.,False,"Right thigh abrasion, w infection",0.7796021
desensitization,True,Stress,0.88569
CAD.,False,Bilat blindness,0.8046855
desentization.,False,Drug induced DM,0.82062256
allergy,True,Food allergy,0.90787387
Endo:,False,Abnl sputum,0.8166487
PPX:,False,Abnl sputum,0.77410245
myasthenia,True,Myasthenia gravis,0.9537717
MG,False,Tracheal fx,0.84242725
Afib with RVR,False,Neonatal HTN,0.84731054
#NAME?,False,Type a behavior pattern,0.73434967
acutely bradycardic,True,Bradycardia,0.85863787
myasthenia.,False,"Sciatica, bilat sides",0.84519696
Myasthenia,True,Myasthenia gravis,0.9537717
"vomiting,",True,Vomiting,0.8907757
"nausea,",True,"Nausea, vomiting and diarrhea",0.8731046
"chills,",True,Chills,0.87920123
pruritis,True,Pruritus,0.9288875
antibiotic prophylaxis,True,Prophylactic antibiotic administration,0.9356907
chills.,False,Chills,0.8329754
blood pressure,True,Blood pressure elevation,0.88642645
blood pressure.,False,Blood pressure elevation,0.8099563
anaphylactic reaction,True,Anaphylactic shock,0.9581963
"pruritis,",True,Pruritus,0.8602688
"facial erythema/edema,",True,Facial edema,0.8856435
anaphylactic exposure,True,Latex anaphylaxis,0.9372804
pain/diarrhea/vomiting:,False,Spastic constipation,0.81855583
CAD/HTN:,False,Portal htn,0.8009719
insomnia,True,Insomnia,1.0
headache,True,Headache,0.9999999
hemodynamically unstable,False,Obstructive shock,0.82879317
metabolic acidosis.,False,Zoophilia,0.8205874
"metabolic acidosis,",True,Respiratory acidosis,0.8812707
metabolic acidosis,True,Respiratory acidosis,0.92583686
fungal infection,True,Fungal meningitis,0.91905886
fungal process,False,Contusion,0.8429346
periorbital edema,True,Right periorbital edema,0.9442933
"diffuse skin etyhema,",True,"Severe persistent asthma w allergic rhinitis, controlled",0.85732687
elevated LFT's,False,Qualitative platelet disorder,0.81005764
eosinophilia,True,Tropical eosinophilia,0.93749404
pleuritic chest pain,True,Pleuritic chest pain,1.0
bipolar disease,True,Atypical depression,0.89393747
'unresponsive',False,Paraphilic disorder,0.79530275
no breathing or radial pulse for 20 seconds.,False,Respiratory paralysis,0.8148769
hypotensive episodes.,False,Heavy menstrual bleeding (menorrhagia) w regular cycles,0.83229417
"bipolar disease,",True,"Bipolar 1 disorder, manic episode, in full remission",0.8730874
"failure to thrive,",False,"Failure to thrive, child",0.8401051
no breathing or radial pulse for 20 seconds,False,Respiratory paralysis,0.8148769
"hypotensive episodes,",True,"Sinus bradycardia, persistent",0.8632866
Arrythmias:,False,Supraventricular tachycardia,0.8290013
V-[**Last,False,C4 vertebral fx,0.7722991
rate control,False,Central line occlusion,0.8212831
V-[**Year,False,Abnl anal Pap ASC-H (atypical squamous cells cannot exclude high grade),0.7482655
renal insufficiency,True,Renal insufficiency,1.0000002
Type two diabetes mellitus,False,DM 2 on insulin,0.835028
bleeding duodenal ulcers,True,Bleeding esophageal ulcer,0.9360456
elevated gastrin levels,True,Elevated serum chromium,0.8977346
elevated gastrin levels.,False,Elevated serum chromium,0.8162652
C. Difficile Colitis:,False,C difficile infection,0.83096683
c. difficile.,False,C difficile infection,0.82372487
c. difficile,False,Disseminated candida,0.79773206
UTI).,False,Drug induced DM,0.761628
depression,True,Schizophrenia,0.91093516
"serotonin syndrome,",True,"Paralytic syndrome, bilat, late effect of stroke",0.87688303
toxicity,False,Bleeding,0.81190175
"depression,",False,"Specific phobia, heights",0.83016145
failure to thrive,True,Failure to thrive in newborn,0.85117745
depression.,False,Dysphagia,0.7961401
Dementia:,False,Delirium,0.8119919
"unresponsive episodes,",False,"Problem related to upbringing, unspecified",0.83021575
serotonin syndrome.,False,Zoophilia,0.8094362
Acalculus Cholecystitis:,True,Acalculous cholecystitis,0.900367
"persistent leukocytosis,",False,Leukocytosis,0.83901525
gram negative coverage.,False,Drug induced DM,0.8212515
persistent leukocytosis.,False,Elevated alkaline phosphatase,0.82092166
Conjunctivitis:,True,Right conjunctivitis,0.88239825
vomiting,True,Vomiting,0.99999994
loss of balance,True,Loss of height,0.9360757
alopecia,True,Alopecia,0.9999999
thrush.,False,"Anus blister, w infection",0.7880788
rash.,False,Dysphagia,0.77861595
failure to thrive.,False,"Failure to thrive, child",0.8328327
"bleed from your gastrointestinal tract,",False,"Acute DVT of bilat legs, unspecified veins",0.8158728
"GERD,",False,Bilat tinnitus,0.84167683
atelectasis.,False,Atelectasis,0.8136772
RR went down to 8,False,Declines treatment,0.77147853
hypoxia,True,Hypoxia,0.99999994
atelectasis,True,Atelectasis,1.0
low RR,True,Low testosterone,0.86205924
post-op pain,True,Postradiotherapy pain,0.8657297
"dehydration,",False,Dehydration,0.8443241
aspiration pneumonia.,False,Acute aspiration pneumonia,0.83402014
drowsy.,False,"Anus abrasion, w infection",0.7852526
improved hemostasis.,False,Red color blindness (Protan defect),0.8196379
S. aureus and,False,Staph aureus pneumonia,0.76204073
B. fragilis bacteremia.,False,Bacillus fragilis infection,0.8143137
secretions,True,Ascites,0.8635357
maintain pressures.,False,Dysphagia,0.785974
bleed:,False,Hiccup,0.83284146
bleed,False,Epidemic vertigo,0.84417534
bleed.,False,"Gum blister, w infection",0.80614847
heart rate was controlled,False,Blood pressure elevation,0.81005955
#Bacteremia:,False,Bacteremia,0.8223479
"coag-negative S. aureus,",False,Staph epidermidis carrier,0.790463
B. fragilis.,False,Dipylidiasis,0.7944237
creatinine increase,True,Renal infarction,0.88427925
secretions.,False,Disequilibrium,0.7617053
History of DVT,False,Presence of iud,0.8420501
"wheezing,",True,Wheezing,0.8836811
dyscomfort.,False,"Sciatica, bilat sides",0.8070464
Asthma/COPD,True,Intermittent asthma,0.8792011
cramps,True,Cramp,0.92478704
Constipation,True,Constipation,1.0
SOB/Wheezing,True,Wheezing,0.9269122
abdominal cramps.,False,"Abdominal wall abrasion, w infection",0.8278692
"angioedema,",True,Angioedema,0.8962637
Prophylaxis:,False,Prophylactic antibiotic administration,0.8214219
"rash,",True,"Edema, bilat eyelids",0.8731067
superficial phlebitis,True,Thrombophlebitis,0.9194905
test.,False,Bilat retinopathy,0.77909344
acute renal failure,True,Acute renal insufficiency,0.97469217
"morbilliform rash,",True,"Lobar pneumonia, RUL",0.8715778
anaphylactic shock,True,Anaphylactic shock,0.99999994
Hepatitis C Cirrhosis,True,Chronic hepatitis C,0.9253776
Hepatocellular Carcinoma:,True,Hepatocellular carcinoma,0.86860204
Hypothyroid:,False,Poisoning by vitamin,0.8306948
low blood pressure.,False,BPH (benign prostatic hyperplasia),0.81572986
reaction,True,Id reaction,0.88747656
"DVT,",False,Hydrocele,0.8156599
large DVT clot burden.,False,Chronic DVT of bilat arms,0.8241805
long-term anticoagulation.,False,Long term Plaquenil therapy,0.79745114
Leukopenia.,False,Eosinophilic leukopenia,0.7931087
Hyperlipidemia.,False,Dysphagia,0.81876236
"LFT's were elevated,",False,"Letterer-Siwe disease, intrapelvic ln",0.8091159
urine output.,False,Elevated urine uric acid,0.7595414
"shaking chills,",True,Chills,0.88930184
Immunosuppression:,False,IgG deficiency,0.8356719
aggressive pain control,True,Pain crisis,0.8535085
"sedated,",False,"Burn, 30-39% BSA, third degree 10-19% BSA",0.8034382
"worsening multifocal pneumonia,",True,"Lobar pneumonia, RUL",0.901024
Pulmonary edema/Acute,True,Acute pulmonary edema,0.9199445
SVT,True,Portal htn,0.85322183
SVT:,False,Abnl sputum,0.8232094
anemia.,False,Dysphagia,0.8115352
extremity erythema and itching,True,Skin induration,0.8964359
breast cancer,True,Breast disease,0.94149613
stage I,False,Diaphragm disorder,0.80246115
breast cancer.,False,"Kidney cancer, bilat kidneys",0.7654338
rash).,False,Drug induced DM,0.80688536
breast ca,False,Postpartum DM,0.82151973
healthcare-associated pneumonia,True,Vaping-related disorder,0.87571967
resuscitation,True,Neonatal HTN,0.88158876
thyroid ca,False,Fatty liver,0.83221173
"metastatic disease,",True,"Primary CNS lymphoma, arm ln",0.8706163
metastatic disease,True,Pleural disease,0.90311885
metastatic disease:,False,Cancer metastatic to esophagus,0.84997547
thrush:,False,"Groin abrasion, w infection",0.83192426
HIT positive.,False,Incomplete SAB,0.79054016
Temps as high as 102.+,False,"Mosaicism, lines w various numbers of X chromosomes",0.76032066
"AML/MDS,",True,"Acute lymphoid leukemia, w CNS involvement, in remission",0.86430824
"headache,",True,"Skin cancer, chin",0.8713753
"shortness of breath,",False,Loss of appetite,0.7925418
"1.)AML,",False,"Letterer-Siwe disease, intrapelvic ln",0.79812455
AML,True,Measles,0.86455536
shortness of breath/wheezing,False,Loss of appetite,0.8302386
for coverage of severe CAP.,False,Red color blindness (Protan defect),0.8301375
DVT prophylaxis.,False,Drug induced DM,0.8009759
Altered/Persistent Depressed mental status:,False,Paranoid disorder,0.8167784
sedation,True,Agitation,0.86265624
Fevers:,False,Latent yaws,0.84484726
"SOB,",False,Koro,0.83383834
Wheezing,True,Wheezing,1.0000001
volume overload,True,Fluid volume disorder,0.8603587
mouth/throat pain,True,Nasal pain,0.92121834
ESRD,True,Proteinuria,0.9005014
BiV pacer,True,Abnl chest MRI,0.86085206
DMII,True,Abnl CBC,0.85949916
a-fib,False,C1 vertebral fx,0.8283803
HD catheter infection,True,Catheter infection,0.93704695
increased INR.,False,Drug induced DM,0.8264601
INR normalized,False,Viremia,0.8299184
line infection.,False,Drug induced DM,0.8114954
#Hypothyroidism:,False,Essential HTN,0.7732957
Systolic CHF:,False,CHF w right heart failure,0.81985265
Diabetes type II:,False,Type 2 MI,0.7734715
Left phantom,True,Right retinopathy,0.8595985
limb pain.,False,Headache,0.81208634
wheeze,True,Wheezing,0.9653226
limb pain,True,Back pain,0.92949986
severe constipation.,False,Headache,0.8164909
coagulopathy,True,Platelet disorder,0.90918434
bradycardic,True,Bradycardia,0.88760793
SBP 80s,False,Proteinuria,0.8362663
"bradycardic,",False,"Sinus bradycardia, persistent",0.8493526
"SBP 80s,",False,"Fhx of Turner syndrome (45,X)",0.82887757
3)Bradycardia:,False,Sinus bradycardia,0.79319274
4)Meningitis:,False,Nonpyogenic meningitis,0.7460673
"listeria,",True,Listeriosis,0.86522996
Staph/Strep,False,Staph carrier,0.84088886
5)Hypothyroidism:,False,Type 1 MI,0.77431166
6)Coagulopathy:,False,Hx of coagulopathy,0.82147425
neuropathy,True,Neuropathy,1.0000001
SIRS/septic,False,Yaws arthritis,0.7833938
hypoglycemia,True,Hypoglycemia,0.99999964
Hyperlipdemia,True,Hyperlipoproteinemia,0.90004015
prevent DVT,False,Fhx of fragile x,0.8403652
"Diabetes, Type 2",True,"Glycogen storage disease, type 2",0.8644213
"bacteria in your blood,",False,Bright red blood per rectum,0.83281
INR was corrected,False,Visual acuity reduced,0.8193953
hemorrhage.,False,Dysphagia,0.8059658
hemorrhage,True,GI hemorrhage,0.93985724
Paroxysmal atrial fibrilation,True,Hx of paroxysmal atrial tachycardia,0.88881445
intoxication,True,Inhalant intoxication,0.9279957
changes in your mental status,False,Cognitive changes due to medical disorder,0.8075187
fungus.,False,Suberosis,0.7938738
Shingles,False,Growing pains,0.8385788
stomach,True,Cholera,0.90020746
TLS.,False,Abnl mammography,0.7841067
"worsening lactic acidosis,",True,"Paralytic syndrome, late effect of stroke",0.85263026
renal failure,True,Renal failure,1.0000001
mucositis,True,ulcerative gi mucositis,0.88225985
Pneumonia-,True,Pneumonia,0.85892487
Rash-,False,Bandemia,0.836511
Fluid retention:,True,Body fluid retention,0.85974336
chemotherapy regimen.,False,Drug induced DM,0.7876123
Shingles-,False,Beaus lines,0.84923136
BPH,True,Essential HTN,0.86962026
Mucositis.,False,Ulcerative nasal mucositis,0.7793524
retaining fluid,False,Fluid volume disorder,0.84970105
blood counts,False,Lymphocytosis,0.735602
prevention of infection,False,Disorder of puberty,0.8493159
pain;,False,Anal ulcer,0.8096772
constipation;,False,Atonic constipation,0.82183164
fluid in your legs,False,Kissing spine,0.79856193
mucositis pain,True,Facial pain,0.9001682
stroke,True,Hepatitis,0.87517655
"stroke,",False,"Kidney cancer, bilat kidneys",0.8285084
hypernatremia,True,Hypernatremia,1.0
stroke:,False,Hx of embolic stroke,0.8208206
cataracts,True,Retinal deposits,0.8855029
glaucoma:,False,Fhx of glaucoma,0.84351474
glaucoma,True,Ataxia,0.9052553
acute drop in your blood count.,False,Bright red blood per rectum,0.8044227
"FSG 30,",False,"Fhx of Turner syndrome (45,X)",0.8323461
"hyponatremia to 120,",False,Hyponatremia,0.8120018
concern for sepsis,False,Hx of sepsis,0.84926873
"Diabetes Mellitus, type 2",True,"Glycogen storage disease, type 2",0.85963035
Hypoglycemia:,False,Reactive hypoglycemia,0.8450202
"afib,",False,Abnl mammography,0.84860533
Hypoglycemia/Type,True,Hypoglycemia,0.8512759
Hypoglycemia,True,Hypoglycemia,0.99999964
"Chronic diastolic heart failure,",True,"Acute and chronic posttraumatic respiratory failure, unspecified type",0.87841606
Chronic diastolic heart failure;,False,Chronic left ventricular systolic dysfunction,0.8361787
AMS.,False,Abnl mammography,0.80233264
copd exacerbation.,False,Drug induced DM,0.80358624
mental status.,False,Hx of mental disorder,0.75304747
AMS,False,Migraine,0.83037025
overdose,True,Drug overdose,0.9227166
respiratory status.,False,Drug induced DM,0.78948694
mental status,False,Bed confinement status,0.8351315
Acute on Chronic Renal Failure,True,Acute on chronic renal failure,1.0
Restless Leg syndrome,True,Restless legs syndrome,0.98005545
overdosed,True,Drug overdose,0.8691027
IPF,True,C1 vertebral fx,0.8526342
"mechanical mitral valve,",True,"HX of mitral valve replacement, mechanical",0.9139056
